X,Y,x_lorenz
-5.083203432055568,-0.21629737146949768,-11.526163445965482
-5.108042423876832,-0.25357445813440443,-10.979043633379838
-5.128591426890987,-0.14154702870954966,-7.281845034486157
-5.136258259879912,-0.02255879007240039,-4.898089855085024
-5.135965256667464,0.013759103971858202,-4.852062926479184
-5.136221198740941,-0.031599075282693956,-6.767514347815852
-5.1446260444411145,-0.14554683042426125,-10.202052468758406
-5.165368217619025,-0.2553050369895667,-12.230026281124672
-5.190185709172013,-0.20995070916168876,-9.35012121446513
-5.2038875009075625,-0.06403155246971565,-5.555969511416743
-5.205154821349403,0.023214292459750437,-4.192658948557276
-5.2022216637568075,0.021941438465483187,-5.037265559221626
-5.203317301927264,-0.05630955543413854,-7.821820835126088
-5.215582540234257,-0.19357652300207576,-11.677163255564457
-5.23995020229647,-0.2653726758928132,-11.993959449242912
-5.261887072786867,-0.1492795946240766,-7.570505502561383
-5.268956782123728,-0.0031568795215046134,-4.299708535730958
-5.265653988642504,0.05351595508076311,-3.7183191357688745
-5.261000540649292,0.027126173539375357,-5.171491872110955
-5.262734279071181,-0.07462033854245531,-8.648161274818039
-5.277829626791131,-0.2271720910898674,-12.719315935778168
-5.304130401704555,-0.26003174322101236,-11.466814537976221
-5.322876088888674,-0.09941351991529482,-6.214720982267228
-5.325000416743841,0.04052181316324817,-3.3368188934900926
-5.318169662748444,0.08143771203431543,-3.0975407219629485
-5.311179019626108,0.047003243193821855,-4.722863904811737
-5.311243219911828,-0.06210640218149484,-8.511358328308292
-5.325919426881822,-0.23334069420523673,-13.275482389042669
-5.353522833755406,-0.2732613553263783,-11.868443006247928
-5.372405846734489,-0.0875088216353411,-5.740452323385044
-5.372406125636264,0.06852081097511845,-2.487046025647911
-5.3623255177999125,0.1188269653855484,-1.9470777014672493
-5.350800266363172,0.10270880834332062,-2.942057695401983
-5.343724640727365,0.02681012302453802,-5.7582432103090975
-5.3484794194526435,-0.13836578623443174,-11.267663477178466
-5.372302934386129,-0.3151249991743963,-14.838660317263082
-5.40091921388724,-0.20164278000859287,-8.597547103982707
-5.408565473242172,0.036526177936491926,-2.52804837311086
-5.397962925556368,0.15535816289864093,-0.37455228713636257
-5.380164094097721,0.19334442932505888,0.23110697202934005
-5.359963212143101,0.21002508861631275,0.6311129923943092
-5.337916101678078,0.23391018452685364,1.4432631291132825
-5.312074181288557,0.29196019553387664,3.535881035378172
-5.276551379936643,0.44055908015255746,8.770637690471222
-5.218967729560221,0.7234887258514745,16.549361546596074
-5.1399121592503985,0.7645609447545503,11.858990593023211
-5.0801085898747775,0.4183145952272018,1.9434745672716165
-5.051813427984564,0.17894569999812468,-2.19187406093037
-5.039967374243008,0.06810231780272819,-4.287495784344218
-5.038030159410042,-0.035519937183874764,-7.1702919045204005
-5.0488404696399884,-0.18754628404017243,-11.279953134623
-5.074307467159016,-0.2961164381124311,-12.52417859552627
-5.100530088985333,-0.19530383187436393,-8.193445542863804
-5.111096644004189,-0.02431389829143197,-4.378716481847508
-5.10862024692269,0.05628883092397765,-3.395209481279814
-5.102900228629253,0.04473229253731668,-4.49149318950185
-5.1023081481545285,-0.04677775833956809,-7.612268690896903
-5.114871759515086,-0.21197256886563798,-12.186231418289868
-5.142493182724453,-0.3052294823277463,-12.594056925471595
-5.167245929282224,-0.1595653425763571,-7.183339856298332
-5.173550852133957,0.01899262790866608,-3.412505679997308
-5.16718526743208,0.09103102146102417,-2.5889038726110747
-5.158131782863532,0.07834551973151758,-3.6232597899411134
-5.1538952452697915,-0.0071792695894160544,-6.624519666250609
-5.162615731735496,-0.18072522014417475,-11.845075717794852
-5.189494982782864,-0.3258431928346213,-13.84236371498385
-5.217533769964555,-0.19012888517714527,-7.821998810767241
-5.225003663368443,0.026967295127822956,-2.8828437703270247
-5.216284043525707,0.12827770832191718,-1.3608089331963158
-5.202121382895312,0.14545968399391498,-1.4972339565337587
-5.188726749030501,0.11482822925530786,-2.7618143483100734
-5.181143834796433,0.023022634045711237,-5.969004564529454
-5.1878040880290905,-0.17620765353974194,-12.27426708353413
-5.216879117827237,-0.3695950362073769,-15.276457783620573
-5.248056649046232,-0.1936645640990438,-7.296000836487255
-5.252801944297844,0.0783066905958237,-1.1907673703752453
-5.237552833260764,0.20623543039903022,0.9742574892871332
-5.213839522953344,0.26435609970050117,2.241838561749132
-5.184257717615855,0.33451679657544353,4.442191434646767
-5.144446734428076,0.4790095499238112,9.04975725997077
-5.085199437628772,0.7092247730528702,14.639416671373128
-5.009016388775072,0.7497169210980204,11.464553939652664
-4.945777563057612,0.4981564785943184,4.093174306351499
-4.907012768999017,0.30113156924061346,0.7841658826615949
-4.881427678096626,0.22456761518250692,-0.1682651297210527
-4.860518339030524,0.19678838340493743,-0.6248156322490723
-4.84205009806294,0.17001724609077876,-1.3961981504578598
-4.827611779338651,0.10942797466646334,-3.323271461828446
-4.823229286029958,-0.044676813526799405,-8.12595282058669
-4.841996502133093,-0.3487517054722598,-15.887250593372784
-4.886319093981139,-0.4426735036390751,-12.86163113710735
-4.913570976033056,-0.07579167056240399,-2.8229287585265546
-4.905322132133733,0.20572883647228143,1.6597779388145528
-4.87766366605728,0.33365148532292255,3.711868165373057
-4.8391921755737295,0.4412731053475058,6.359807105690297
-4.787270318573357,0.6094870490319481,10.584794112357468
-4.716602969574009,0.7882833224945216,13.08908566568803
-4.637195321503475,0.7531810014534455,9.178089713323269
-4.571611203324218,0.554990713492619,4.596333194967807
-4.5236642816289905,0.4237549157169389,3.0128688589462627
-4.483009494546708,0.40661046964072195,3.61445466613165
-4.4390237450006245,0.4905744173516592,6.126285133600018
-4.380918918399621,0.6921209269479565,10.801526815900782
-4.298618103758234,0.9389816027139269,13.763830174674581
-4.202666191452505,0.9166489995963943,9.08190108686982
-4.123448341421271,0.6592296824839583,3.8800791847039413
-4.068149036271638,0.4700859065547729,2.0623805295224216
-4.024893731242726,0.4146803614345497,2.285030661844906
-3.981690257126332,0.466894967798367,4.025527085670442
-3.927289813013732,0.6477469380850083,8.086961217443958
-3.8460973689696685,1.0000357069502306,13.937600356269634
-3.729923122599759,1.2574625261437984,12.67229243741196
-3.6119297579190404,1.0365763955688503,5.170495479796393
-3.5267913014887107,0.6792208672614948,1.2390061115263948
-3.4711764868694583,0.4587015385029991,0.11431056808207067
-3.4310167091974857,0.35835492178302797,-0.21607941734295266
-3.3978032165675387,0.30985566734021036,-0.5347653677277078
-3.3690004325057665,0.26260339941954264,-1.2735489150521504
-3.346988599452853,0.16237477657326663,-3.2419658306446233
-3.3417717303084404,-0.09874868604144166,-8.345769866749995
-3.377294391706123,-0.6569093672581241,-16.63627492326744
-3.466220603936596,-0.9776920112854692,-12.470673615222884
-3.541678124069994,-0.4474143735946719,-1.8699623236635015
-3.5550885525470886,0.1385783807551552,2.6032555129873334
-3.5222576928132407,0.4884034986506597,4.827315598534979
-3.460032265578471,0.7577124513532585,7.71248471815724
-3.368628655623577,1.0822907331717626,11.351791406004674
-3.24405917325923,1.3820976428927585,11.83382612781695
-3.1018111152228953,1.409481005829874,7.857347384438996
-2.969224472876831,1.2300730308573582,4.706601046929091
-2.8544461472948925,1.085134504877945,4.126450721488055
-2.7468385631812975,1.0991267874648554,5.6047799241185166
-2.6270888190802975,1.3388205595439508,9.00152473409042
-2.4703885084375226,1.8288641368763843,12.532732449275038
-2.260721634337118,2.328934160717862,10.932866562222502
-2.0157385890925936,2.517151288797903,6.184187624915906
-1.763280712292737,2.526749147718577,3.7277587738797853
-1.5074897231740205,2.6188128814433997,3.776811081740919
-1.2307928456577055,2.9733977820035675,5.7785546827637075
-0.8971909436422648,3.7982696868044714,9.819510409325265
-0.4481354454753605,5.293760110013356,13.278546632591018
0.17380814010965046,7.127834824092881,10.180913790787638
0.9557143650115096,8.30753193036272,5.0224809805211725
1.7775371276108671,7.780599792647645,2.869476843320838
2.450486298496167,5.489026430784474,3.065742813727706
2.871215917822215,3.046535722944233,5.060057569599672
3.0967347366732456,1.663311515126237,9.338755270325274
3.2374649203094346,1.2647410182524466,13.888541620118245
3.356487111587633,1.0763692369006133,10.949946483408645
3.441856710740982,0.6010989374340158,4.742014118537064
3.478321414794048,0.16124444502932173,1.9587725621483472
3.4816641375743034,-0.05953136685803353,1.594377395155768
3.472185413652532,-0.10586788404580103,2.5404696526645174
3.465176604531007,-0.008435595242951384,5.17835221710189
3.476953336920419,0.28261094303876005,10.694177624825558
3.527617567400595,0.7244892223980934,15.367320770978376
3.6070450169880837,0.7451842400785178,9.32571350843922
3.65980601858818,0.2861052965799862,2.4405864478780046
3.667796296328227,-0.09066320924616088,-0.15965378112438533
3.64802651196831,-0.2821942173486533,-1.1732071402312751
3.6137647872879985,-0.4006598605251347,-2.4224935548266653
3.5665201570236325,-0.560939097616282,-5.22499440223863
3.495887171396553,-0.8912441118298531,-11.054544119758214
3.3813601885350635,-1.400166802615634,-15.652974194519823
3.2295552954590376,-1.5189487929887833,-8.836684577302666
3.095613159132828,-1.12122961382539,-1.8852074044164653
3.0051243635987905,-0.7102813416588557,0.6999846497319788
2.948900070985525,-0.432287336699967,1.9455929490707013
2.9169365899475714,-0.2047996528605848,3.838026922278713
2.910878903478623,0.11184146871334154,7.890931026215531
2.946839893882177,0.6416629994163476,13.919393782012454
3.0368075030697423,1.0729453615742406,12.945054273431325
3.1365721475065786,0.8162812288355383,5.2299790099513395
3.191304383569429,0.2869803216867098,1.1057405064898396
3.2000088884694855,-0.07734895523262289,-0.13928178858791768
3.181647985901199,-0.26942507384033365,-0.6730481595873075
3.1484979082916467,-0.38960421455576416,-1.483606244022059
3.1029260916431323,-0.534791652114416,-3.4630217323865815
3.036403462826299,-0.837319943845114,-8.310059103404031
2.9240267017491135,-1.467732385762979,-15.84206923019127
2.743479963431239,-2.0441138525766687,-12.58822734151587
2.5432399221152844,-1.8477899222391108,-2.8708559753209033
2.3843794130339826,-1.3216949369911022,1.4419019640088313
2.2772062585501303,-0.8328948459998057,3.402228733480201
2.217189999238266,-0.35860575921263343,5.957895439898436
2.209951155271259,0.24727316545628217,10.27101577553446
2.272231775345359,0.9982917801136052,13.397237063903432
2.3980330350614727,1.4073231847852146,9.640662123208264
2.5311930018807915,1.1743150120445334,4.590845945754454
2.625822534924695,0.7208454740558787,2.6792229804673924
2.680012842299142,0.3975715154874274,2.9989314425349973
2.7131565844459122,0.3077936801133653,5.088831550290042
2.75097368754466,0.5000334404292729,9.518417061506897
2.8223972599232128,0.9502175923572632,14.081139171214167
2.933414386576011,1.170797900542028,10.755798644043935
3.0355653235924853,0.8032613771275116,4.456113809010973
3.0905610601251494,0.3165413653986289,1.7268457041951102
3.105525525407967,0.01868918422013925,1.3341859722500058
3.100720564479834,-0.08664783064249926,2.12008089259137
3.0936049325226187,-0.026639600637182452,4.390222471791145
3.102593770023952,0.25153662379953284,9.48780960888082
3.1530263641218697,0.7799453596824728,15.490451590365929
3.248444290270337,1.0014788789540732,10.925180816508766
3.3289005423472355,0.5425426896667974,2.9824571929173227
3.3561197881626548,0.03350690114230992,-0.3245072918722725
3.342835035169592,-0.2693685328068627,-1.6478768120054925
3.305799304745076,-0.4660264521265187,-3.253234494500485
3.248158202624191,-0.7072863007417778,-6.67416879640993
3.157656519432658,-1.1439107811908036,-12.654373489383673
3.015155464506084,-1.6766025107826161,-14.27963188317644
2.8398203450568924,-1.7228021373426197,-6.856973517797297
2.684584485813039,-1.3567087636307347,-1.6839495497344217
2.5677804128601958,-0.9974908073444109,-0.008626628171714735
2.4811276260171526,-0.7525157202592452,0.5907487792362305
2.414966716671021,-0.5758889417826082,1.3114917640964836
2.3664324834427903,-0.38298822581340397,3.0045043886111107
2.343457309154732,-0.03331439855875076,7.202211125157034
2.3724412109742854,0.6863536889388242,14.75178687113317
2.4851657579855306,1.4815525610566354,14.21542415247422
2.6336335739657386,1.3116121169512474,4.214594331729155
2.7287899452194018,0.5750849498877896,-0.9085002133035363
2.7528597463823106,-0.05925677601441176,-2.9802117694030295
2.722357567237827,-0.5372184601387352,-5.262927738869751
2.6447100781826376,-1.0357399410359946,-9.285648019213149
2.509591317991963,-1.6879178353389435,-13.318116585900928
2.3101004225329302,-2.242298935154945,-10.846092687896004
2.076467513957728,-2.3644356469650356,-5.305142569682129
1.8441938098378696,-2.274366015962858,-2.7394624592584766
1.6191652124964035,-2.2511619505604394,-2.652259323462954
1.3869290387874704,-2.439467739189567,-4.270893167721964
1.1187579029965713,-3.007717162606216,-8.102490769038907
0.7634766541538691,-4.225213218294321,-13.44922361336772
0.25280513476789207,-6.02946830922922,-12.495022969551556
-0.4336784001045939,-7.582950285968369,-5.706008846470744
-1.2279739387053488,-8.055372539558373,-1.9695116784067088
-1.9855529644589807,-6.796908179088023,-1.0818575694315922
-2.54641752910604,-4.352639255467464,-1.4320921547898706
-2.8685829379691037,-2.2404707223106324,-2.8499646111025028
-3.0292826670830753,-1.1442318876803075,-6.380727437385709
-3.127881179786271,-0.955893882437381,-13.121623829564165
-3.2353245236527743,-1.1778161652255963,-15.049513044066893
-3.3436261691359492,-0.8719709227839664,-6.230627138752537
-3.399163605676651,-0.2488091223857638,-0.48815797916791054
-3.4006844024797704,0.17712527988208882,1.579375725973121
-3.36979457788529,0.4242135804109769,3.144795293481885
-3.3162876193539956,0.6575127993091888,6.075980040803482
-3.2333759964868714,1.0348440007703237,11.36261510123924
-3.104357000927156,1.536409572052328,14.329629558490655
-2.938781450330375,1.6780609457226618,8.454512500585528
-2.7838646793337793,1.3837955650437315,2.912446765843335
-2.6627783260916793,1.053948179257022,1.0308227093070492
-2.56867676668124,0.8509391993874517,0.8389327788649598
-2.4882728468398687,0.7777701300659867,1.4439597636732306
-2.4086275531297523,0.8420856550540062,3.170178443403621
-2.3123014415529046,1.1381757069389498,7.4259129635958026
-2.1659359331098518,1.8789033744622186,14.77717048314571
-1.9259291152737283,2.886699063638429,13.86178463446019
-1.6111481175973041,3.2820134879311533,4.209219476481273
-1.2853516296846417,3.200819038035165,-0.6753783850377353
-0.9727396059314898,3.0518024568116573,-2.6238651801309056
-0.675900580331912,2.867954205303356,-4.755698789297342
-0.4065824945100272,2.456164396797941,-8.701841174802949
-0.20159361945212143,1.5500041103646536,-13.371127918186078
-0.1079749751527893,0.33103763354227456,-11.626731229585966
-0.12204936617855011,-0.5226204921650637,-5.553040838808478
-0.1980758744178808,-0.9519361774367185,-2.4540776647384734
-0.3078122292326433,-1.2370454297874542,-2.0009687785277017
-0.4468090095556882,-1.5605065869441803,-3.080646841766474
-0.6260454301264814,-2.0703709792206704,-6.043798245850561
-0.873998557536997,-2.97025791097413,-11.659669261828162
-1.233191251765864,-4.213848302103403,-14.669573272625666
-1.6917129324771512,-4.722245428340729,-8.101995316524881
-2.1294595906879668,-3.847148022803914,-2.344912358244759
-2.442586288634373,-2.406569279572575,-0.37561475814220524
-2.6194490346330634,-1.2020144234341554,0.15276724997609945
-2.697746601939441,-0.43010052827772116,0.46529987674613477
-2.715940103518448,0.02872940186658126,1.0781295483539
-2.696543885862909,0.351549677654252,2.669343424836278
-2.643616224815625,0.7382946978176709,6.842794066352603
-2.537399121187863,1.4639847028123616,14.99582238518035
-2.3420002248874194,2.3924094888407184,14.85356053866906
-2.0876210754096878,2.5388018926583795,3.793202690955977
-1.8532085840744366,2.1107790081482287,-1.7871092878196568
-1.6678741827329855,1.5928379055772794,-4.1267656397236845
-1.5364786720764823,1.0139960971552162,-6.721813666320512
-1.4721213491443441,0.22666209082051486,-10.502103847212375
-1.4991575073358765,-0.7804675235682864,-12.450304631034603
-1.620528347329328,-1.5600792536889465,-9.063704635235116
-1.790883999463805,-1.7552517687239655,-5.1315460325188615
-1.9589259065388898,-1.5716791483873866,-3.8381111606921854
-2.103407298582992,-1.3291498502682075,-4.737276566159361
-2.2301260346272263,-1.2447340653581853,-7.617036572995676
-2.361538157598534,-1.4260941800189655,-11.798659467728188
-2.5181000488943774,-1.671505386764302,-12.349281621544554
-2.680554147290853,-1.4874193402057692,-7.555822628396687
-2.8037847012675914,-0.9596876116653512,-3.974375982886002
-2.875488045438029,-0.5094574768401797,-3.225721168993334
-2.914021565785824,-0.3050211185631517,-4.473675576450438
-2.945389716297485,-0.36797593032863024,-7.780362854770595
-2.996492877129272,-0.6890232279894534,-12.507949531344115
-3.08319136163819,-0.9937424526063675,-12.536183110642499
-3.1781117568728496,-0.8212510044380864,-6.798555232203868
-3.2390601826337586,-0.397705798337474,-3.0857713202852928
-3.2623270472501495,-0.1014197925250464,-2.3062232828467857
-3.266069964289786,-0.004963947852847411,-3.2782445827482545
-3.2695062848528047,-0.09647923030392355,-6.142497674936754
-3.2927247156658352,-0.4062235410526691,-11.466714121514453
-3.3547133156910944,-0.8099225143191456,-14.3378256208818
-3.4386712802601704,-0.7638447046535333,-8.330096560029753
-3.494052940667713,-0.3287972380379432,-2.8171190088700913
-3.508155273031398,0.013115116950086152,-0.960795146523075
-3.4977757596726273,0.16870008855074173,-0.7512338880916535
-3.4783442760311414,0.2046295284913006,-1.2844008805763074
-3.459707313718567,0.15227342926816337,-2.8301688232026607
-3.4522242852091605,-0.03335437713072585,-6.713743452804564
-3.4747057218058743,-0.46178461424870265,-14.072120838638257
-3.545827732350475,-0.8860659156247428,-14.862952557084984
-3.6251917677520558,-0.5847594007009175,-5.021310716184706
-3.655023930702473,-0.03328762888048866,0.5204485174734946
-3.639426063919823,0.30999167480807094,2.6599195711570434
-3.5973106790397464,0.5255624201749802,4.772728661081282
-3.5329867919222315,0.7790402111466278,8.578024153304696
-3.4369499740472715,1.1578217102380752,13.12134371996349
-3.3044916678896032,1.4350889570266119,11.698756478207212
-3.16445667343491,1.305693488797857,5.853230282479921
-3.048589928233495,1.0146396546696597,2.7453871250521567
-2.957889859134263,0.8247543878031035,2.322357981809097
-2.8781807241362425,0.7980835884482572,3.5566063717853025
-2.7917202903977407,0.9706327329362676,6.8115245723703834
-2.674238017057058,1.4340375512309964,12.381617612684488
-2.4976836609192286,2.0854971382735283,13.905609354475875
-2.27132995383258,2.3416363993224727,7.176246985087643
-2.0442616031903063,2.16270694519513,2.283699391800119
-1.8403355948603908,1.9260029151878884,0.79205813450728
-1.6556370736210233,1.787711029920363,0.6808674842920773
-1.47858288484513,1.775939853907069,1.223961707986253
-1.294963513676847,1.9316579925133597,2.7559593549749835
-1.081957148633362,2.4035813953747613,6.638499737715274
-0.7918002564453779,3.5502112543484547,14.119687559589599
-0.3428544733544303,5.4988150370659605,15.00775436074364
0.29589407961955605,7.120636609825897,4.936205869559902
1.0429922294763119,7.595319580978581,-0.7115463451604261
1.7630257119045947,6.533319996533423,-2.9170762572797133
2.306462659389381,4.214543527402365,-5.13588532426967
2.6030733315869368,1.7828367760807386,-9.01018440253069
2.6823892657194492,-0.08651164345419282,-13.132094536846516
2.6108357757766445,-1.2009218825053731,-11.135227156598878
2.469722879462536,-1.51406679331392,-5.628421348509825
2.320503253297315,-1.446426219903302,-2.915303337583292
2.1804598804814765,-1.3696700804488293,-2.756290392400239
2.0416047971488465,-1.441014469203523,-4.35047398398739
1.8831443180758496,-1.7885689252198,-8.137728159209146
1.6685813578200719,-2.5869615630174314,-13.354073239887306
1.354175286320249,-3.7051167432640315,-12.41103273640186
0.9363549957976327,-4.592306327211723,-5.797059342223693
0.44261374262476133,-5.27505288782404,-2.1340740499342816
-0.11997438903665426,-5.981958951275413,-1.3114044905562092
-0.7505285400253751,-6.576923345942868,-1.819894104549998
-1.4157817022018007,-6.5865785216935695,-3.6153971753965073
-2.037195292826774,-5.709417139632308,-7.871507340438481
-2.5444151784004143,-4.435440311350817,-14.500937113725946
-2.926465554236213,-3.1783724277673704,-13.124471626554904
-3.171254205550536,-1.7113342241395146,-4.548607448783428
-3.2802083236982957,-0.5628456102248073,-0.21058548459192586
-3.302210099515943,0.049071179590933205,1.3341269846961374
-3.2803638156408232,0.36011814750391685,2.7079010608515883
-3.2320391796539027,0.6139825607163036,5.498620538690497
-3.1528467061450445,1.007224403827315,10.98061410116156
-3.023773988834551,1.5779729945850867,15.021653646327302
-2.84927564010604,1.8034745312698581,8.960695072412586
-2.681479422382272,1.5027043780160898,2.5780770701113958
-2.5510119916567375,1.11877589081893,0.243491437323825
-2.453976673679023,0.8405067951788476,-0.4945477451123095
-2.380097795307457,0.6451945744510972,-1.1448003824388164
-2.324740396361953,0.45430609982182596,-2.566294755769563
-2.2931984519175637,0.14072396045447882,-6.1053294290678295
-2.3079200670854405,-0.5094354161323905,-13.255359384175328
-2.404995728787181,-1.3981759894839787,-15.616416566855742
-2.5579150063350093,-1.4652749559896896,-5.968499390311108
-2.672211882606571,-0.7742433968082777,0.2029243262345098
-2.7139802623864027,-0.09259163441432165,2.5235750123873624
-2.6967874661602136,0.416363822056727,4.555523297889613
-2.6314674491918693,0.9034757798021671,8.162078050029425
-2.51073030676305,1.5413335746097785,12.807630772161298
-2.322254069121946,2.1889186707665353,12.124920359036512
-2.0875359523164576,2.4273502560384115,6.338860730508729
-1.8468541149756723,2.3668864755426364,2.9457414984875614
-1.6133990119074169,2.321790539227329,2.3614513911646573
-1.3764518349321022,2.4570446890866404,3.492027495590935
-1.111230975799703,2.9192168810320345,6.597489538145977
-0.7729994248265036,3.9696089335370774,12.050191364068143
-0.2919362852633912,5.740978140102577,14.031555624935233
0.3747427494013693,7.491875718487011,7.590156291415062
1.1703604576610231,8.163898745085076,2.525340511689568
1.9454333387776614,7.015956540313974,0.9401199801091792
2.5272544962878447,4.5282241029545895,0.8547810070139857
2.8605642768221733,2.281313936368218,1.5396203436580205
3.017470331552178,1.0214921620513127,3.4306655029344033
3.0935401954943234,0.6238301524743289,8.040309797688003
3.1639662902973567,0.8678066798262914,15.374237178375738
3.2684373980047052,1.12416367263739,12.982675808531154
3.361982149013895,0.6542237495100633,3.467713960646647
3.395689851554584,0.05132852136530633,-0.9589831308422302
3.38038439165691,-0.3228594276007794,-2.8307248315755604
3.3350781717631337,-0.5788868125162036,-5.105161043787225
3.262585023778428,-0.8936058927957394,-9.271871965907444
3.151140336540095,-1.3500823857675959,-13.597326002730144
2.997426093659065,-1.655623472802224,-10.948978188242847
2.8357708644597595,-1.5178262553745812,-5.0519500942968705
2.698819614088946,-1.2245345479740943,-2.3492917091014838
2.587330201839799,-1.0300964864562951,-2.1138983898476256
2.487236913441676,-1.0024312602103014,-3.4031356699056095
2.379448768455464,-1.1998674460603587,-6.720869768778063
